artist,genre,averagePopularity,popularityTier
Acnatro,deep-house,31.0,3
Acoustic Covers Culture,acoustic,26.0,2
Acoustic Guitar Collective,acoustic,39.0,3
Acoustic Guitar Collective,guitar,42.0,4
Acoustic Syndicate,bluegrass,20.0,2
AcousticTrench,acoustic,42.0,4
AcousticTrench,guitar,36.0,3
Acranius,death-metal,21.0,2
Action Bronson,hardcore,64.0,6
Activator,hardstyle,28.5,2
Acti,hardstyle,20.0,2
Actor Siddharth,pop-film,60.0,6
Actress,ambient,57.0,5
Actress,club,50.0,5
Actress,world-music,57.0,5
Acústicos & Valvulados,brazil,46.0,4
Acústicos & Valvulados,hard-rock,39.0,3
Ad Dios,new-age,23.166666666666668,2
Ad-Apt,drum-and-bass,20.0,2
Ada Betsabe,afrobeat,20.0,2
Ada Ehi,afrobeat,25.666666666666668,2
Ada Falcón,tango,14.714285714285714,1
Ada Zhuang,mandopop,23.0,2
Adalberto Santiago,salsa,28.333333333333332,2
Adalberto Álvarez y su Son,salsa,29.0,2
Adam Beyer,deep-house,60.0,6
Adam Beyer,minimal-techno,43.25,4
Adam Beyer,techno,52.5,5
Adam Bryanbaum Wiltzie,ambient,59.0,5
Adam Calhoun,country,43.5,4
Adam Chanler-Berat,show-tunes,23.0,2
Adam Cheng,cantopop,50.0,5
Adam Cheng,mandopop,50.0,5
Adam Christopher,acoustic,48.57142857142857,4
Adam Christopher,metalcore,51.0,5
Adam Driver,synth-pop,24.0,2
Adam Ferrara,comedy,22.75,2
Adam Freeland,breakbeat,24.0,2
Adam French,folk,53.0,5
Adam French,indie-pop,53.0,5
Adam F,drum-and-bass,18.666666666666668,1
Adam Grupper,show-tunes,23.0,2
Adam Guettel,show-tunes,21.0,2
Adam Jensen,alt-rock,63.0,6
Adam Jensen,alternative,68.0,6
Adam Jensen,blues,56.0,5
Adam Johnson,idm,10.0,1
Adam Lambert,club,45.333333333333336,4
Adam Lambert,show-tunes,22.333333333333332,2
Adam Levine,comedy,46.0,4
Adam Levine,dance,82.0,8
Adam Levine,hard-rock,40.0,4
Adam Levine,hip-hop,0.0,0
Adam Levine,k-pop,0.0,0
Adam Levine,pop,82.0,8
Adam Levine,reggae,69.66666666666667,6
Adam Lukas,german,30.606060606060606,3
Adam Melchor,folk,20.0,2
Adam Melchor,indie-pop,60.0,6
Adam Melchor,j-pop,20.0,2
Adam Mitchell,disney,55.0,5
Adam Oh,sad,53.333333333333336,5
Adam Pascal,show-tunes,33.666666666666664,3
Adam Plachetka,classical,1.0,0
Adam Port,deep-house,51.0,5
Adam Port,minimal-techno,32.25,3
Adam Port,techno,20.0,2
Adam Sandler,comedy,22.0,2
Adam Steffey,bluegrass,22.5,2
Adam Ten,techno,39.0,3
Adam Turley,chill,50.0,5
Adam White,trance,45.0,4
Adamlar,turkish,38.0,3
Adamovich,funk,48.0,4
Adan Jodorowsky,alt-rock,0.0,0
Adan Jodorowsky,alternative,0.0,0
Adan La Amenaza,latino,41.0,4
Adan La Amenaza,reggae,50.0,5
Adan La Amenaza,reggaeton,45.5,4
Adana Twins,deep-house,40.0,4
Adana Twins,disco,33.0,3
Adana Twins,minimal-techno,26.5,2
Adana Twins,techno,45.0,4
Adara,dub,50.0,5
Adara,dubstep,50.0,5
Adaro,hardstyle,19.1,1
Adarsh Rao,indian,45.333333333333336,4
Adarsh Rao,indie,51.0,5
Adason Lo,cantopop,21.0,2
Adassa,reggae,0.0,0
Adassa,reggaeton,0.0,0
Ada,minimal-techno,18.0,1
Addal,rock,0.0,0
Addict.,chill,47.2,4
Addict.,sad,46.833333333333336,4
Addie Nicole,happy,17.0,1
Addy,indian,50.0,5
Adeba,groove,50.0,5
Adekunle Gold,soul,61.0,6
Adel Poursamadi,iranian,4.0,0
Adele,british,64.3061224489796,6
Adele,soul,73.73076923076923,7
Adeline Verver,sleep,66.0,6
Adelitas Way,grunge,59.0,5
Adelmo Gauna,reggaeton,40.0,4
Adelmo Gauna,salsa,40.0,4
Adem & Murat,turkish,53.0,5
Adema,grunge,29.0,2
Adema,industrial,29.0,2
Aden x Asme,goth,30.0,3
Aden x Asme,swedish,34.0,3
Adeva,chicago-house,15.0,1
Adhemar De Campos,brazil,46.333333333333336,4
Adhemar De Campos,gospel,43.8,4
Adhvik,k-pop,57.0,5
Adi Oasis,trip-hop,21.0,2
Adiistation,trance,38.0,3
Adithya Gopi,indie,46.0,4
Adithya Gopi,indie-pop,46.0,4
Adithya RK,hip-hop,71.0,7
Aditi Bhavaraju,pop,70.0,7
Aditi Bhavaraju,pop-film,70.0,7
Aditi Sagar,k-pop,47.0,4
Aditi Shankar,k-pop,67.0,6
Aditi Shankar,pop,67.0,6
Aditi Shankar,pop-film,67.0,6
Aditi Singh Sharma,folk,35.0,3
Aditi Singh Sharma,indian,45.666666666666664,4
Aditi Singh Sharma,pop-film,62.333333333333336,6
Aditya A,indian,49.0,4
Aditya A,indie,50.625,5
Aditya Iyengar,indie,72.0,7
Aditya Narayan,pop-film,57.0,5
Aditya Rao,indian,47.0,4
Aditya Rao,indie,47.0,4
Aditya Rikhari,pop,66.33333333333333,6
Aditya Yadav,pop,64.0,6
Adlomusic,anime,35.0,3
Admiral P,dancehall,29.0,2
Adnan Sami,indian,55.0,5
Adnan Sami,pop-film,60.666666666666664,6
Adolescent's Orquesta,salsa,34.94736842105263,3
Adolescents,hardcore,31.0,3
Adolphe Adam,opera,3.5833333333333335,0
Adolphson & Falk,swedish,38.0,3
Adonai,dub,25.0,2
Adones,german,41.0,4
Adoniran Barbosa,jazz,39.0,3
Adoniran Barbosa,mpb,41.0,4
Adoniran Barbosa,samba,38.6,3
Adonis,chicago-house,7.0,0
Adon,french,48.0,4
Adoo,goth,27.0,2
Ados,turkish,39.666666666666664,3
Ado,anime,55.0,5
Ado,j-pop,58.10526315789474,5
Adrenalize,hardstyle,33.0,3
Adrian Barba,anime,35.142857142857146,3
Adrian Chandler,classical,63.0,6
Adrian Daniel,trance,0.0,0
Adrian Lau,trip-hop,46.0,4
Adrian Sherwood,trip-hop,19.0,1
Adriana Arydes,brazil,45.0,4
Adriana Arydes,gospel,39.0,3
Adriana Calcanhotto,mpb,41.4,4
Adriana Partimpim,mpb,42.5,4
Adriana Proenza,sad,53.666666666666664,5
Adriana Varela,tango,19.756756756756758,1
Adriano Luz,disney,22.0,2
Adriatique,deep-house,45.0,4
Adriatique,disco,48.0,4
Adriatique,minimal-techno,47.0,4
Adriatique,progressive-house,59.0,5
Adriatique,techno,45.6,4
Adriel Flete,show-tunes,49.0,4
Adrina Thorpe,trance,0.0,0
Adrián Otero,heavy-metal,23.5,2
Adronity,hardstyle,0.0,0
Adryana E A Rapaziada,pagode,47.5,4
Adso Alejandro,reggaeton,0.0,0
Advaita,folk,34.0,3
Advait,indian,42.0,4
Adventure Club,dub,49.5,4
Adventure Club,dubstep,49.5,4
Adventurer,hardcore,42.0,4
Adzmilli,chill,59.0,5
Ae:ther,minimal-techno,33.0,3
Aeoliah,new-age,23.0,2
Aeolian Kammerchor,sleep,0.0,0
Aera,minimal-techno,26.0,2
Aerosmith,hard-rock,69.4,6
Aerosmith,hardcore,70.0,7
Aerosmith,rock,82.0,8
Aesma Daeva,goth,24.0,2
Aesma Daeva,opera,24.0,2
Aesthetic Perfection,industrial,30.5,3
Aestivum,piano,56.0,5
Aether,chill,53.0,5
Aevum,opera,19.5,1
Aexcit,deep-house,51.5,5
Affect,breakbeat,15.0,1
Afgan,malay,37.666666666666664,3
Afgrund,grindcore,11.0,1
African Children's Choir,rock,0.0,0
African Children's Choir,singer-songwriter,0.0,0
African Children's Choir,songwriter,0.0,0
Africania,afrobeat,21.0,2
Afrika 70,afrobeat,36.0,3
Afrika Bambaataa,breakbeat,11.0,1
Afrika Bambaataa,trip-hop,19.0,1
Afrika Pratt-Ansa,detroit-techno,7.0,0
Afro Bros,edm,66.0,6
Afro Bros,electro,66.0,6
Afro Bros,house,66.0,6
Afro Bros,progressive-house,54.0,5
Afro B,dancehall,55.75,5
Afro Nursery Rhymes,kids,8.0,0
Afro-X,brazil,48.0,4
Afro-X,funk,48.0,4
Afro-X,r-n-b,44.5,4
Afrocidade,afrobeat,22.09090909090909,2
Afrojack,dance,75.0,7
Afrojack,edm,16.25,1
Afrojack,electro,0.5555555555555556,0
Afrojack,house,22.666666666666668,2
Afrojack,pop,75.0,7
Afrojack,progressive-house,38.9,3
Afroman,comedy,53.0,5
Afrosound Choir,ska,36.0,3
Afrostringz,j-dance,40.0,4
Afsal Thuvoor,malay,30.0,3
Afsal,malay,31.0,3
Afsana Khan,folk,47.0,4
Afsana Khan,hip-hop,59.0,5
Afsana Khan,indian,47.0,4
After Forever,goth,22.0,2
After Forever,opera,22.0,2
After The Burial,death-metal,54.0,5
After The Burial,metalcore,57.0,5
AfterU,techno,45.0,4
Aftercoma,hardcore,28.0,2
Afternight Vibes,folk,42.875,4
Afternight Vibes,indian,50.75,5
Aftershock,hardstyle,19.0,1
Against Me!,punk,0.0,0
Against Me!,ska,16.5,1
Against The Current,punk,11.6,1
Agalloch,black-metal,10.5,1
Agam,indian,42.0,4
Agam,indie,44.0,4
Agatha Lee Monn,disney,60.0,6
Agatha,r-n-b,41.0,4
Agathocles,grindcore,14.6,1
Age Of Love,trance,61.0,6
Agent K,breakbeat,11.0,1
Agents Of Time,minimal-techno,33.0,3
Agents Of Time,techno,36.0,3
Agepê,samba,32.5,3
Ageu Soares,groove,25.5,2
Aggressive,happy,16.0,1
Agnaldo Timoteo,sertanejo,51.0,5
Agnee,indian,43.0,4
Agnee,indie,43.0,4
Agnes Chiang,cantopop,21.0,2
Agnes Nunes,mpb,45.0,4
Agnes Nunes,r-n-b,44.666666666666664,4
Agnes,dance,0.0,0
Agnes,edm,0.0,0
Agnes,progressive-house,0.0,0
Agnes,swedish,0.0,0
Agnostic Mountain Gospel Choir,goth,20.0,2
Agnus Dei,brazil,49.0,4
Agoraphobic Nosebleed,grindcore,13.88888888888889,1
Agora,spanish,27.0,2
Agoria,electronic,0.0,0
Agoria,french,0.0,0
Agoria,minimal-techno,38.2,3
Agoria,techno,34.666666666666664,3
Agressor Bunx,drum-and-bass,19.0,1
Agrypnie,black-metal,18.0,1
Agua Mantra,world-music,23.666666666666668,2
Aguanile,salsa,28.0,2
Agustin Magaldi,tango,22.25,2
Agustín Amigó,acoustic,41.0,4
Agustín Amigó,guitar,37.4,3
Agustín Barrios Mangoré,guitar,26.333333333333332,2
Agustín Irusta,tango,24.5,2
Ah! Mr. Dan,pagode,47.0,4
Ahee,dub,45.0,4
Ahee,dubstep,45.0,4
Ahir,pop-film,58.0,5
Ahiyan,turkish,41.6,4
Ahmad Dhani,death-metal,34.5,3
Ahmad Dhani,hard-rock,37.0,3
Ahmad Dhani,hardcore,34.5,3
Ahmad Zahir,minimal-techno,39.0,3
Ahmad Zahir,techno,39.0,3
Ahmed Helmy,trance,0.0,0
Ahmed Hussain,indian,49.0,4
Ahmed Shakib,pop,67.0,6
Ahmet Aslan,turkish,39.0,3
Ahmet Kilic,groove,46.5,4
Ahmoudou Madassane,guitar,38.5,3
Ahn Trio,ambient,0.0,0
Ahn Trio,british,0.0,0
Ahoora,iranian,0.0,0
Ahrix,dance,67.0,6
Ahrix,edm,67.0,6
Ahrix,house,67.0,6
Ahsan Javed,electronic,30.0,3
Ai Milly,dancehall,28.5,2
Ai Shinozaki,j-dance,21.0,2
Aiaya,deep-house,44.0,4
Aida Garifullina,opera,0.0,0
Aidan Bissett,singer-songwriter,71.0,7
Aidan Bissett,songwriter,71.0,7
Aidan Gemme,show-tunes,26.333333333333332,2
Aidan Hawken,acoustic,48.0,4
Aidan,sad,49.0,4
Aidonia,dancehall,15.0,1
Aidonia,j-dance,23.0,2
Aikodon,j-dance,18.0,1
Aiko,chill,71.0,7
Aiko,sad,69.5,6
Aim To Head,club,40.5,4
Aimee Mann,goth,38.0,3
Aimer,anime,57.875,5
Aimer,j-pop,61.6,6
Aimer,j-rock,57.266666666666666,5
Aimer,rock,76.0,7
Aimie Atkinson,show-tunes,64.0,6
Aimyon,acoustic,54.0,5
Aim,trip-hop,34.25,3
Ainbusk,swedish,38.0,3
Aine Minogue,new-age,22.666666666666668,2
Air Lyndhurst Orchestra,ambient,0.0,0
Air Lyndhurst String Orchestra,ambient,56.0,5
Airbase,trance,52.0,5
Airborne,disney,20.0,2
Airbourne,hard-rock,64.33333333333333,6
Airbourne,metal,69.0,6
Aires 085,funk,43.0,4
Airship Express,sleep,57.0,5
Airwalk3r,techno,48.0,4
Airwalk3r,trance,48.0,4
Air,ambient,58.857142857142854,5
Air,electronic,61.0,6
Air,trip-hop,51.77777777777778,5
Ais Ezhel,turkish,46.0,4
Aisha Jamiel,detroit-techno,9.0,0
Aishwarya R Dhanush,pop-film,62.0,6
Aishwarya,pop-film,58.0,5
Aiswarya Khusi,samba,26.0,2
Aisyah Aziz,mandopop,39.0,3
Aitana,latin,0.6363636363636364,0
Aitana,spanish,43.46666666666667,4
Aitch,chill,65.0,6
Aitch,german,79.5,7
Aitch,house,0.0,0
Aizat Amdan,malay,56.0,5
Aizen,anime,44.0,4
Ajattara,black-metal,20.666666666666668,2
Ajaxx,funk,48.0,4
Ajay Gogavale,hip-hop,63.0,6
Ajay Gogavale,pop-film,60.333333333333336,6
Ajay Prasanna,folk,39.0,3
Ajay Prasanna,indie-pop,39.0,3
Ajay Singha,indian,43.0,4
Ajay-Atul,hip-hop,60.2,6
Ajay-Atul,pop,65.0,6
Ajay-Atul,pop-film,60.875,6
Ajay,pop-film,60.0,6
Ajda Pekkan,turkish,40.142857142857146,4
Ajebutter22,dancehall,48.5,4
Ajesh,hip-hop,63.0,6
Ajesh,k-pop,64.0,6
Ajesh,pop-film,64.0,6
Ajey Nagar (CarryMinati),hip-hop,58.5,5
Ajit Kadkade,classical,35.0,3
Ajja,ambient,34.0,3
Ajja,trance,34.4,3
Ajoy Chakrabarty,classical,36.0,3
Aju Philip,malay,22.5,2
Ak4:20,latino,40.333333333333336,4
Ak4:20,reggaeton,40.4,4
Akademie für Alte Musik Berlin,german,39.0,3
Akalé Wubé,afrobeat,39.0,3
Akanksha Bhandari,edm,52.0,5
Akanksha Bhandari,folk,44.0,4
Akanksha Bhandari,indian,48.5,4
Akanksha Bhandari,indie,49.4,4
Akanksha Bhandari,indie-pop,49.0,4
Akanksha Sethi,indian,54.0,5
Akanksha Sethi,singer-songwriter,40.666666666666664,4
Akanksha Sethi,songwriter,40.666666666666664,4
Akari Kito,anime,54.0,5
Akashdeep Sengupta,indian,50.0,5
Akatu,samba,40.81578947368421,4
Akcent,disco,35.44,3
Akcent,house,42.0,4
Akemi Fox,drum-and-bass,20.0,2
Akhil Sachdeva,pop,69.25,6
Akhila,malay,35.0,3
Akhil,hip-hop,66.0,6
Akhil,pop,70.33333333333333,7
Akhtar Chinnal,indian,55.5,5
Akin Jensen,goth,30.0,3
Akin Yai,chill,63.0,6
Akin Yai,jazz,63.0,6
Akina Nakamori,j-idol,23.291666666666668,2
Akina Nakamori,techno,27.333333333333332,2
Akira Kosemura,ambient,39.857142857142854,3
Akira Kosemura,classical,0.0,0
Akira Kosemura,piano,37.0,3
Akira,happy,21.0,2
Akitsa,black-metal,20.333333333333332,2
Ako Mitchell,show-tunes,30.0,3
Akon,comedy,63.0,6
Akon,dance,40.18181818181818,4
Akon,dancehall,49.0,4
Akon,deep-house,58.0,5
Akon,disco,41.0,4
Akon,edm,71.5,7
Akon,emo,52.0,5
Akon,funk,66.0,6
Akon,german,58.0,5
Akon,hardcore,59.0,5
Akon,j-dance,43.0,4
Akon,pop,71.0,7
Akon,soul,60.0,6
Akora,groove,47.0,4
Akriti Kakkar,indian,61.0,6
Aksan,turkish,40.0,4
Akshay Kamat,folk,48.0,4
Akshay Kamat,indian,48.0,4
Akshay Kumar,funk,39.0,3
Akshay Kumar,pop,67.0,6
Aktive,idm,12.0,1
Akull,hip-hop,59.5,5
Akull,pop-film,61.0,6
Akuma,german,39.0,3
Akylla,dubstep,49.0,4
Ak,malay,22.0,2
Akīn,jazz,59.0,5
Al B. Sure!,disco,32.5,3
Al Di Meola,guitar,34.5,3
Al Green,blues,26.0,2
Al Green,funk,0.0,0
Al Green,soul,31.0,3
Al Hirt,new-age,24.0,2
Al Hoffman,disney,20.0,2
Al Hudson,disco,37.0,3
Al Madrigal,comedy,22.333333333333332,2
Al Rufian,hip-hop,64.0,6
Al Storm,happy,21.0,2
Al-Faris,disco,0.0,0
Ala Jaza,salsa,28.0,2
Alabama Shakes,blues,52.0,5
Alain Buet,opera,25.0,2
Alain Chamfort,french,32.0,3
Alain Chamfort,synth-pop,27.0,2
Alain Goraguer Et Son Orchestre,opera,22.0,2
Alain Pérez,salsa,30.0,3
Alain Vanzo,opera,22.0,2
Alan Bibey,bluegrass,20.0,2
Alan Cumming,show-tunes,20.0,2
Alan Dixon,chicago-house,12.0,1
Alan D,malay,44.0,4
Alan Evans,afrobeat,18.0,1
Alan Fitzpatrick,minimal-techno,27.0,2
Alan Fitzpatrick,techno,20.5,2
Alan Gilbert,opera,20.0,2
Alan Jackson,country,48.75,4
Alan Mallach,opera,33.0,3
Alan Menken,disney,27.369230769230768,2
Alan Menken,show-tunes,28.9375,2
Alan Pasqua,guitar,3.0,0
Alan Piz Morán,blues,35.0,3
Alan Tam,cantopop,24.470588235294116,2
Alan Umstead,ambient,53.0,5
Alan Walker,dance,68.5,6
Alan Walker,dub,46.5,4
Alan Walker,dubstep,46.5,4
Alan Walker,edm,60.625,6
Alan Walker,electro,64.51162790697674,6
Alan Walker,german,54.0,5
Alan Walker,house,64.3061224489796,6
Alan Walker,indie,63.0,6
Alan Walker,indie-pop,48.5,4
Alan Walker,pop,76.0,7
Alan Walker,show-tunes,48.0,4
Alana de Fonseca,show-tunes,55.0,5
Alanis Morissette,singer-songwriter,1.0,0
Alanis Morissette,songwriter,1.0,0
Alanna Ubach,disney,38.5,3
Alanzim Coreano,forro,38.0,3
Alap Desai,k-pop,31.0,3
Alap Desai,pop,31.0,3
Alap Desai,pop-film,31.0,3
Alar,minimal-techno,33.0,3
Alaska Y Dinarama,spanish,67.0,6
Alaska Y Dinarama,synth-pop,50.666666666666664,5
Alaska,brazil,48.5,4
Albatraoz,swedish,40.0,4
Albatross,indie-pop,42.5,4
Albers Kuhnhart,minimal-techno,18.0,1
Albert Au,cantopop,20.0,2
Albert Collins,acoustic,54.0,5
Albert Collins,blues,54.0,5
Albert King,acoustic,19.333333333333332,1
Albert King,blues,19.333333333333332,1
Albert Neve,progressive-house,51.0,5
Albert Pla,spanish,55.0,5
Albertina,minimal-techno,43.5,4
Alberto Barros,salsa,27.6,2
Alberto Castillo,ska,41.0,4
Alberto Castillo,tango,19.666666666666668,1
Alberto Echagüe,tango,21.25,2
Alberto Erede,opera,21.0,2
Alberto Gambino,spanish,59.0,5
Alberto Gomez,tango,16.0,1
Alberto Marino,tango,21.11111111111111,2
Alberto Morán,tango,19.666666666666668,1
Alberto Podestá,tango,19.416666666666668,1
Alberto Stylee,latino,46.5,4
Alberto Stylee,reggae,27.0,2
Alberto Stylee,reggaeton,33.25,3
Alberto Urso,opera,23.6,2
Alberto Vazquez,r-n-b,43.333333333333336,4
Alberto Vazquez,rock-n-roll,32.55555555555556,3
Albin Johnsén,swedish,35.5,3
Albin Lee Meldau,blues,37.0,3
Albin Lee Meldau,swedish,37.5,3
Albin Myers,progressive-house,32.0,3
Albin Svensson,piano,57.0,5
Albita,salsa,31.0,3
Alborosie,r-n-b,74.0,7
Albrecht Mayer,classical,0.3333333333333333,0
Albrecht Mayer,german,0.2857142857142857,0
Albrecht Mayer,sleep,0.0,0
Alceo Galliera,classical,4.0,0
Alcest,black-metal,40.0,4
Alceu Valença,forro,37.0,3
Alceu Valença,mpb,42.05263157894737,4
Alceu Valença,samba,39.0,3
Alcione,mpb,44.0,4
Alcione,pagode,44.0,4
Alcione,samba,37.888888888888886,3
Alda Célia,gospel,40.0,4
Aldair Playboy,forro,46.5,4
Aldair Playboy,funk,54.0,5
Alditsa Decca Nugraha,emo,39.0,3
Alditsa Decca Nugraha,punk,43.0,4
Aldo Saralegui,tango,22.0,2
Ale Sergi,heavy-metal,31.0,3
AleXa,k-pop,63.0,6
Alec Benjamin,electro,32.55,3
Alec Benjamin,pop,85.0,8
Alec Troniq,minimal-techno,19.0,1
Aleesia,edm,55.0,5
Aleesia,progressive-house,40.0,4
Aleesia,sad,56.0,5
Aleesia,trance,39.5,3
Alee,happy,19.166666666666668,1
Alee,techno,26.0,2
Alef High,turkish,41.0,4
Alef,electronic,49.0,4
Alegant,electronic,0.0,0
Alegant,german,0.0,0
Alegant,techno,0.0,0
Alegre All Stars,salsa,27.0,2
Aleix Aiken Anderson Jané,latin,0.3333333333333333,0
Alejandra Guzman,rock-n-roll,29.0,2
Alejandro Aquino & X-Kantina,spanish,32.0,3
Alejandro Armes,latino,54.0,5
Alejandro Armes,reggae,54.0,5
Alejandro Armes,reggaeton,54.0,5
Alejandro Drago,tango,24.0,2
Alejandro Escovedo,power-pop,23.666666666666668,2
Alejandro Fernández,latin,0.14285714285714285,0
Alejandro Fernández,rock,0.14285714285714285,0
Alejandro Fernández,spanish,0.3333333333333333,0
Alejandro González,reggae,44.0,4
Alejandro González,reggaeton,44.0,4
Alejandro Lerner,ska,39.0,3
Alejandro Lerner,spanish,66.0,6
Alejandro Medina,heavy-metal,22.0,2
Alejandro Sanz,alt-rock,0.0,0
Alejandro Sanz,alternative,0.0,0
Alejandro Sanz,latin,0.1,0
Alejandro Sanz,rock,0.1111111111111111,0
Alejandro Sanz,spanish,33.904761904761905,3
Alejandro Vazquez,alt-rock,47.0,4
Alejo Alvarez,latin,0.0,0
Alejo,latin,0.5454545454545454,0
Alejo,latino,7.333333333333333,0
Alejo,reggae,0.6,0
Alejo,reggaeton,8.0,0
Alek Olsen,sad,56.0,5
Aleks Syntek,alt-rock,0.0,0
Aleks Syntek,alternative,0.0,0
Aleks Syntek,latin,0.0,0
Aleks Syntek,rock-n-roll,38.0,3
Aleks Syntek,spanish,41.666666666666664,4
Aleksey Ekimov,trance,0.0,0
Aleksey Glyzin,synth-pop,41.0,4
Aleksy Wysocki,piano,33.0,3
Aleks,swedish,34.0,3
Alelock,emo,32.0,3
Alemany,disco,0.0,0
Aleman,reggae,43.0,4
Aleman,reggaeton,43.0,4
Alemão Do Forró,forro,38.3,3
Alena Cherny,classical,66.0,6
Alesana,metalcore,25.0,2
Alesia,electronic,36.0,3
Alessandra Amoroso,reggae,0.0,0
Alessandra Salles,brazil,51.0,5
Alessandro Corbelli,classical,1.0,0
Alessandro Corbelli,opera,20.0,2
Alessandro Grops,minimal-techno,19.0,1
Alessandro Neri,opera,19.0,1
Alessandro Safina,opera,23.666666666666668,2
Alessandro Scarlatti,opera,22.666666666666668,2
Alessandro Simonetto,ambient,17.666666666666668,1
Alessandro Vilas Boas,gospel,42.0,4
Alessia Cara,dance,76.0,7
Alessia Cara,edm,19.75,1
Alessia Cara,electro,11.311111111111112,1
Alessia Cara,german,19.0,1
Alessia Cara,house,25.333333333333332,2
Alessia Cara,spanish,66.0,6
Alessia Cara,techno,35.0,3
Alesso,dance,6.0,0
Alesso,edm,28.25,2
Alesso,electro,25.823529411764707,2
Alesso,happy,18.0,1
Alesso,house,33.523809523809526,3
Alesso,piano,35.4,3
Alesso,progressive-house,64.33333333333333,6
Alesso,rock,0.0,0
Alesso,trance,49.5,4
Alestorm,british,29.0,2
Alex & Daniel,electronic,35.0,3
Alex & Sierra,pop,77.0,7
Alex Adair,deep-house,56.5,5
Alex Adair,groove,56.5,5
Alex Aiono,french,50.0,5
Alex Albino,brazil,55.0,5
Alex Alexander,deep-house,46.0,4
Alex Anwandter,electronic,37.8,3
Alex Aris,progressive-house,57.0,5
Alex Arnout,minimal-techno,18.0,1
Alex Baker,french,52.0,5
Alex Bassjunkie,happy,19.0,1
Alex Bender,show-tunes,22.5,2
Alex Brightman,show-tunes,49.333333333333336,4
Alex Campos,reggaeton,41.0,4
Alex Ceesay,swedish,35.666666666666664,3
Alex Chilton,power-pop,31.0,3
Alex Clare,drum-and-bass,50.0,5
Alex Cortiz,trip-hop,13.8,1
Alex Cruz,deep-house,64.0,6
Alex Cuba,salsa,29.0,2
Alex D' Castro,salsa,32.0,3
Alex D'Castro,salsa,28.0,2
Alex D'Rosso,dancehall,32.0,3
Alex Dreier,show-tunes,26.333333333333332,2
Alex Engel,disco,30.0,3
Alex Engel,party,18.333333333333332,1
Alex Exemption,hardcore,30.0,3
Alex Gaudino,disco,55.333333333333336,5
Alex Gaudino,house,75.0,7
Alex Gonzaga,gospel,43.0,4
Alex Goot,acoustic,43.0,4
Alex Grey,deep-house,38.0,3
Alex Grey,french,38.0,3
Alex Heffes,british,21.5,2
Alex Hepburn,british,45.0,4
Alex Hobson,deep-house,53.0,5
Alex Hobson,groove,53.0,5
Alex Keeper,french,56.75,5
Alex Kenji,trance,49.5,4
Alex Kyza,latino,42.0,4
Alex Kyza,reggaeton,42.0,4
Alex Lacamoire,show-tunes,51.0,5
Alex M.O.R.P.H.,german,41.5,4
Alex M.O.R.P.H.,progressive-house,45.0,4
Alex M.O.R.P.H.,techno,42.0,4
Alex M.O.R.P.H.,trance,43.333333333333336,4
Alex Maas,afrobeat,17.0,1
Alex Malheiros,chicago-house,11.0,1
Alex Mills,deep-house,52.0,5
Alex Mills,groove,52.0,5
Alex Paterson,trip-hop,18.0,1
Alex Peace,chicago-house,24.0,2
Alex Preston,deep-house,2.0,0
Alex Preston,groove,2.0,0
Alex Schulz,deep-house,38.5,3
Alex Sensation,latino,0.2,0
Alex Sensation,reggae,0.2,0
Alex Sensation,reggaeton,0.2,0
Alex Sevenrings,sad,44.0,4
Alex Sirvent,spanish,28.0,2
Alex Sobre A,reggaeton,42.0,4
Alex Soze,hardcore,34.0,3
Alex Spite,groove,41.0,4
Alex Stein,techno,37.0,3
Alex To,cantopop,46.0,4
Alex To,mandopop,46.0,4
Alex Ubago,spanish,32.23076923076923,3
Alex Under,detroit-techno,6.0,0
Alex Vargas,trance,33.0,3
Alex Venegas,dub,46.0,4
Alex Venegas,dubstep,46.0,4
Alex Wright,trance,28.0,2
Alex Zurdo,reggaeton,39.0,3
Alex e Alex,gospel,39.0,3
Alex1,chill,63.0,6
AlexKea,party,24.0,2
Alexa Cirri,sad,34.0,3
Alexa Harley,drum-and-bass,57.0,5
Alexander Abreu,salsa,29.0,2
Alexander Alar,groove,26.0,2
Alexander Alar,techno,29.4,2
Alexander Gemignani,show-tunes,21.0,2
Alexander Hanson,disney,20.0,2
Alexander Hanson,show-tunes,20.0,2
Alexander Hristov,groove,45.0,4
Alexander Klaws,show-tunes,24.5,2
Alexander Luchs,piano,57.0,5
Alexander Melik-Pashayev,romance,0.0,0
Alexander Merlin,deep-house,54.0,5
Alexander O'Neal,disco,32.0,3
Alexander Pappas,world-music,41.333333333333336,4
Alexander Popov,progressive-house,35.75,3
Alexander Popov,trance,34.4,3
Alexander Rahbari,opera,22.0,2
Alexander Tidebrink,electronic,56.0,5
Alexander Vertinsky,romance,6.0,0
Alexandra Badoi,techno,41.0,4
Alexandra Badoi,trance,41.0,4
Alexandra Koreneva,opera,24.0,2
Alexandra Shipp,show-tunes,61.5,6
Alexandra Wilcke,disney,22.0,2
Alexandre Bursztyn,ska,35.0,3
Alexandre Carlo,brazil,46.0,4
Alexandre Carlo,j-rock,32.0,3
Alexandre Desplat,french,25.45,2
Alexandre Pires,pagode,44.5,4
Alexandre Pires,sertanejo,46.0,4
Alexandre Silva,gospel,41.0,4
Alexandre Tharaud,opera,24.0,2
Alexandrjfk,groove,0.0,0
Alexei Kuzmin,romance,0.0,0
Alexfeer,latino,43.0,4
